episode,baseline_mean,baseline_ma,improved_mean,improved_ma
464,256.1333333333333,259.2993333333333,427.1666666666667,422.25533333333334
465,258.3333333333333,259.6926666666667,431.8333333333333,422.45399999999995
466,270.96666666666664,260.12000000000006,410.3,422.10866666666664
467,268.23333333333335,260.06466666666665,430.43333333333334,422.1073333333333
468,259.2,260.49,429.1333333333333,422.54200000000003
469,270.0,260.7033333333334,424.1666666666667,422.3766666666667
470,275.8333333333333,260.98533333333336,421.9,422.4613333333334
471,251.46666666666667,260.92400000000004,418.1666666666667,422.28333333333336
472,284.23333333333335,260.956,415.9,422.35600000000005
473,259.8666666666667,261.1646666666667,420.1,422.468
474,278.8,261.404,394.8666666666667,421.9206666666666
475,254.7,261.1013333333333,414.3,421.542
476,272.6333333333333,261.32866666666666,446.53333333333336,422.09066666666666
477,262.2,261.63533333333334,427.26666666666665,422.36466666666666
478,281.3,262.1646666666667,418.7,422.23400000000004
479,278.6666666666667,262.57866666666666,443.7,422.5406666666667
480,259.3333333333333,262.64866666666666,430.03333333333336,422.91
481,265.73333333333335,262.738,427.76666666666665,422.91866666666664
482,255.63333333333333,262.6466666666667,422.03333333333336,422.6586666666666
483,265.3333333333333,262.968,429.3666666666667,422.73799999999994
484,277.1,263.14,419.1333333333333,422.58799999999997
485,293.06666666666666,264.1106666666667,421.5,422.45533333333333
486,258.96666666666664,264.29533333333336,415.2,422.17400000000004
487,273.43333333333334,264.7013333333333,418.9,422.3986666666667
488,264.7,264.96866666666665,429.6333333333333,422.55
489,243.13333333333333,264.79533333333336,424.46666666666664,423.3026666666667
490,261.1,264.69,402.2,423.486
491,267.8666666666667,264.7126666666667,409.6666666666667,422.9966666666667
492,258.93333333333334,264.8273333333333,402.9,422.7773333333333
493,276.1666666666667,265.2226666666666,411.23333333333335,422.66933333333327
494,259.6666666666667,264.82666666666665,420.6666666666667,422.94266666666664
495,276.76666666666665,264.9553333333333,419.06666666666666,423.0953333333333
496,250.06666666666666,264.812,394.26666666666665,422.4306666666666
497,265.93333333333334,264.91066666666666,426.0,422.73999999999995
498,265.96666666666664,264.81266666666664,415.3333333333333,423.08333333333326
499,273.1666666666667,265.236,422.6666666666667,423.5173333333333
500,276.76666666666665,265.69866666666667,418.5,423.0773333333333
