step,baseline__seed0,baseline__seed1,baseline__seed2,epsilon_only__seed0,epsilon_only__seed1,epsilon_only__seed2,eligibility_only__seed0,eligibility_only__seed1,eligibility_only__seed2,no_gaussian__seed0,no_gaussian__seed1,no_gaussian__seed2,gaussian_only__seed0,gaussian_only__seed1,gaussian_only__seed2,no_eligibility__seed0,no_eligibility__seed1,no_eligibility__seed2,gaussian_eligibility__seed0,gaussian_eligibility__seed1,gaussian_eligibility__seed2,full_gta__seed0,full_gta__seed1,full_gta__seed2
264,21.0,13.0,111.0,17.0,92.0,18.0,31.0,13.0,11.0,238.0,252.0,362.0,33.0,34.0,171.0,172.0,94.0,100.0,91.0,215.0,191.0,500.0,500.0,243.0
265,13.0,10.0,113.0,31.0,145.0,21.0,15.0,13.0,19.0,211.0,226.0,436.0,17.0,35.0,192.0,172.0,89.0,291.0,277.0,240.0,192.0,500.0,500.0,274.0
266,13.0,12.0,108.0,30.0,135.0,17.0,18.0,13.0,11.0,145.0,262.0,500.0,17.0,151.0,179.0,209.0,95.0,246.0,231.0,282.0,166.0,500.0,500.0,286.0
267,13.0,11.0,119.0,26.0,233.0,41.0,22.0,11.0,18.0,274.0,209.0,367.0,21.0,41.0,184.0,177.0,87.0,141.0,97.0,269.0,180.0,500.0,500.0,298.0
268,11.0,20.0,119.0,29.0,187.0,28.0,20.0,17.0,17.0,225.0,277.0,159.0,15.0,241.0,172.0,222.0,98.0,17.0,241.0,220.0,185.0,500.0,500.0,270.0
269,16.0,17.0,112.0,22.0,216.0,40.0,26.0,17.0,14.0,344.0,184.0,206.0,27.0,129.0,166.0,177.0,95.0,286.0,256.0,231.0,174.0,500.0,416.0,260.0
270,11.0,15.0,114.0,38.0,275.0,23.0,22.0,15.0,14.0,234.0,226.0,238.0,25.0,174.0,190.0,161.0,87.0,263.0,129.0,232.0,195.0,351.0,406.0,258.0
271,15.0,13.0,110.0,23.0,182.0,22.0,15.0,13.0,13.0,253.0,232.0,210.0,35.0,65.0,152.0,171.0,87.0,215.0,12.0,263.0,190.0,399.0,500.0,231.0
272,13.0,13.0,114.0,26.0,162.0,40.0,22.0,13.0,17.0,252.0,214.0,252.0,21.0,32.0,185.0,255.0,86.0,213.0,11.0,207.0,208.0,407.0,500.0,267.0
273,13.0,15.0,118.0,28.0,159.0,37.0,17.0,16.0,22.0,362.0,258.0,319.0,29.0,193.0,196.0,162.0,96.0,232.0,309.0,234.0,217.0,377.0,500.0,332.0
274,21.0,21.0,118.0,26.0,408.0,50.0,22.0,26.0,17.0,229.0,264.0,500.0,23.0,72.0,178.0,211.0,101.0,129.0,334.0,338.0,219.0,440.0,500.0,293.0
275,23.0,18.0,120.0,15.0,227.0,52.0,25.0,21.0,17.0,235.0,180.0,143.0,33.0,34.0,206.0,199.0,105.0,283.0,299.0,300.0,233.0,500.0,500.0,270.0
276,21.0,32.0,120.0,24.0,47.0,48.0,21.0,20.0,19.0,247.0,179.0,191.0,28.0,238.0,198.0,13.0,95.0,250.0,314.0,318.0,155.0,500.0,500.0,300.0
277,19.0,21.0,121.0,22.0,138.0,30.0,28.0,19.0,22.0,220.0,188.0,215.0,33.0,97.0,190.0,239.0,97.0,128.0,272.0,277.0,257.0,500.0,406.0,500.0
278,21.0,23.0,106.0,21.0,176.0,19.0,30.0,29.0,13.0,235.0,201.0,318.0,50.0,156.0,173.0,245.0,106.0,254.0,217.0,241.0,211.0,500.0,430.0,327.0
279,20.0,13.0,112.0,15.0,237.0,32.0,32.0,13.0,20.0,239.0,500.0,224.0,40.0,22.0,181.0,228.0,80.0,261.0,17.0,500.0,210.0,500.0,500.0,16.0
280,16.0,21.0,113.0,29.0,200.0,36.0,20.0,19.0,13.0,319.0,297.0,239.0,20.0,156.0,174.0,134.0,93.0,240.0,222.0,493.0,214.0,500.0,500.0,381.0
281,19.0,13.0,121.0,26.0,191.0,50.0,21.0,17.0,20.0,256.0,259.0,328.0,33.0,175.0,210.0,198.0,86.0,219.0,257.0,500.0,209.0,500.0,375.0,500.0
282,17.0,19.0,113.0,27.0,253.0,36.0,18.0,19.0,13.0,239.0,500.0,244.0,19.0,151.0,209.0,246.0,124.0,17.0,238.0,328.0,177.0,500.0,327.0,500.0
283,17.0,13.0,114.0,32.0,222.0,18.0,25.0,19.0,11.0,206.0,266.0,245.0,45.0,129.0,208.0,235.0,81.0,277.0,142.0,347.0,209.0,500.0,500.0,500.0
284,20.0,11.0,122.0,25.0,218.0,54.0,23.0,13.0,27.0,279.0,273.0,271.0,38.0,189.0,210.0,128.0,96.0,272.0,290.0,329.0,208.0,500.0,10.0,500.0
285,15.0,26.0,120.0,30.0,178.0,34.0,18.0,29.0,23.0,297.0,256.0,237.0,34.0,25.0,204.0,239.0,126.0,243.0,258.0,306.0,198.0,500.0,500.0,500.0
286,23.0,23.0,110.0,16.0,190.0,16.0,32.0,23.0,11.0,226.0,249.0,213.0,29.0,178.0,178.0,255.0,100.0,227.0,249.0,284.0,194.0,500.0,500.0,500.0
287,22.0,13.0,123.0,17.0,269.0,56.0,34.0,17.0,23.0,331.0,378.0,290.0,40.0,140.0,242.0,149.0,90.0,160.0,112.0,267.0,227.0,363.0,500.0,500.0
288,15.0,23.0,120.0,32.0,378.0,48.0,17.0,21.0,18.0,293.0,161.0,323.0,30.0,164.0,215.0,276.0,101.0,301.0,254.0,343.0,210.0,366.0,500.0,500.0
289,25.0,19.0,115.0,34.0,224.0,38.0,28.0,19.0,14.0,204.0,466.0,242.0,228.0,171.0,190.0,213.0,108.0,263.0,188.0,311.0,228.0,391.0,500.0,500.0
290,27.0,13.0,109.0,21.0,267.0,20.0,30.0,15.0,13.0,202.0,263.0,212.0,153.0,150.0,199.0,113.0,99.0,211.0,297.0,266.0,191.0,500.0,500.0,500.0
291,23.0,16.0,111.0,26.0,162.0,62.0,24.0,13.0,19.0,250.0,203.0,244.0,159.0,110.0,230.0,236.0,91.0,225.0,266.0,230.0,206.0,500.0,500.0,500.0
292,19.0,19.0,114.0,50.0,131.0,32.0,21.0,22.0,15.0,500.0,248.0,237.0,177.0,195.0,219.0,257.0,97.0,220.0,238.0,263.0,188.0,500.0,500.0,500.0
293,26.0,15.0,111.0,20.0,153.0,15.0,27.0,15.0,11.0,284.0,231.0,244.0,87.0,162.0,176.0,205.0,86.0,223.0,232.0,285.0,223.0,500.0,500.0,500.0
294,31.0,13.0,120.0,40.0,182.0,142.0,19.0,10.0,22.0,260.0,227.0,303.0,71.0,142.0,226.0,131.0,86.0,133.0,207.0,304.0,315.0,500.0,500.0,17.0
295,15.0,31.0,122.0,31.0,342.0,64.0,15.0,19.0,18.0,277.0,265.0,386.0,22.0,195.0,200.0,15.0,104.0,264.0,11.0,346.0,237.0,500.0,500.0,500.0
296,29.0,31.0,112.0,32.0,500.0,38.0,25.0,21.0,12.0,209.0,322.0,227.0,184.0,145.0,193.0,295.0,99.0,244.0,270.0,494.0,224.0,500.0,500.0,432.0
297,32.0,24.0,121.0,19.0,423.0,108.0,26.0,17.0,22.0,209.0,220.0,264.0,48.0,140.0,231.0,297.0,88.0,262.0,206.0,407.0,251.0,500.0,500.0,284.0
298,25.0,29.0,116.0,26.0,500.0,66.0,21.0,24.0,19.0,274.0,274.0,298.0,98.0,211.0,184.0,275.0,125.0,224.0,256.0,500.0,231.0,500.0,500.0,303.0
299,29.0,25.0,117.0,17.0,378.0,30.0,27.0,19.0,15.0,224.0,290.0,312.0,94.0,174.0,226.0,231.0,94.0,20.0,284.0,408.0,211.0,500.0,500.0,269.0
300,25.0,23.0,107.0,37.0,105.0,16.0,24.0,17.0,13.0,218.0,276.0,206.0,154.0,15.0,209.0,211.0,102.0,233.0,272.0,435.0,199.0,500.0,500.0,467.0
301,25.0,16.0,112.0,26.0,418.0,36.0,29.0,11.0,13.0,238.0,200.0,241.0,154.0,174.0,209.0,19.0,86.0,289.0,254.0,500.0,238.0,401.0,500.0,500.0
302,15.0,22.0,115.0,48.0,214.0,32.0,15.0,13.0,19.0,283.0,229.0,236.0,13.0,185.0,185.0,297.0,93.0,240.0,227.0,500.0,224.0,377.0,500.0,500.0
303,21.0,25.0,114.0,50.0,242.0,42.0,20.0,17.0,15.0,244.0,227.0,237.0,155.0,181.0,192.0,269.0,122.0,236.0,241.0,486.0,230.0,500.0,500.0,500.0
304,25.0,20.0,121.0,25.0,256.0,63.0,28.0,18.0,19.0,272.0,241.0,286.0,132.0,166.0,218.0,270.0,121.0,236.0,179.0,500.0,204.0,500.0,500.0,366.0
305,23.0,25.0,108.0,49.0,500.0,36.0,21.0,21.0,17.0,244.0,452.0,402.0,133.0,169.0,203.0,247.0,126.0,190.0,15.0,149.0,233.0,500.0,500.0,500.0
306,26.0,24.0,110.0,20.0,325.0,18.0,26.0,19.0,13.0,214.0,217.0,237.0,26.0,222.0,213.0,218.0,88.0,205.0,391.0,400.0,215.0,500.0,500.0,443.0
307,20.0,15.0,109.0,50.0,230.0,27.0,22.0,13.0,11.0,326.0,218.0,244.0,121.0,253.0,193.0,130.0,89.0,230.0,351.0,274.0,227.0,500.0,500.0,344.0
308,17.0,15.0,109.0,29.0,221.0,54.0,18.0,14.0,13.0,269.0,241.0,210.0,162.0,118.0,187.0,293.0,94.0,210.0,477.0,395.0,225.0,500.0,500.0,500.0
309,18.0,21.0,112.0,61.0,188.0,37.0,12.0,17.0,13.0,247.0,205.0,228.0,166.0,136.0,189.0,257.0,92.0,219.0,421.0,286.0,245.0,500.0,500.0,500.0
310,19.0,20.0,117.0,48.0,220.0,52.0,21.0,18.0,18.0,500.0,232.0,323.0,133.0,236.0,191.0,266.0,91.0,244.0,331.0,449.0,268.0,500.0,500.0,500.0
311,22.0,22.0,111.0,30.0,305.0,37.0,22.0,28.0,15.0,304.0,293.0,235.0,127.0,230.0,216.0,230.0,97.0,225.0,325.0,500.0,246.0,378.0,500.0,500.0
312,25.0,21.0,108.0,44.0,218.0,36.0,26.0,20.0,13.0,500.0,225.0,219.0,181.0,112.0,183.0,96.0,92.0,225.0,105.0,361.0,190.0,418.0,500.0,500.0
313,27.0,20.0,111.0,42.0,203.0,48.0,40.0,22.0,18.0,347.0,214.0,227.0,146.0,15.0,191.0,289.0,91.0,131.0,500.0,351.0,227.0,500.0,491.0,500.0
314,19.0,23.0,109.0,52.0,201.0,16.0,36.0,21.0,12.0,455.0,229.0,241.0,131.0,287.0,209.0,299.0,120.0,254.0,500.0,375.0,270.0,500.0,500.0,368.0
315,26.0,16.0,109.0,44.0,238.0,29.0,23.0,16.0,10.0,323.0,248.0,226.0,106.0,21.0,203.0,257.0,98.0,250.0,382.0,497.0,237.0,500.0,95.0,500.0
316,17.0,14.0,112.0,36.0,221.0,36.0,16.0,14.0,13.0,249.0,236.0,222.0,201.0,353.0,185.0,132.0,94.0,238.0,323.0,485.0,248.0,500.0,373.0,500.0
317,15.0,17.0,118.0,72.0,203.0,78.0,15.0,20.0,20.0,236.0,219.0,242.0,126.0,244.0,224.0,292.0,93.0,219.0,304.0,303.0,215.0,500.0,12.0,500.0
318,13.0,25.0,119.0,44.0,232.0,60.0,18.0,28.0,21.0,227.0,243.0,301.0,150.0,252.0,218.0,275.0,103.0,207.0,16.0,345.0,239.0,500.0,500.0,372.0
319,29.0,26.0,112.0,36.0,259.0,50.0,27.0,26.0,17.0,253.0,388.0,215.0,19.0,70.0,194.0,248.0,107.0,204.0,29.0,490.0,213.0,500.0,500.0,500.0
320,28.0,21.0,119.0,32.0,230.0,354.0,38.0,22.0,21.0,272.0,326.0,457.0,156.0,261.0,203.0,241.0,94.0,257.0,274.0,500.0,236.0,500.0,500.0,15.0
321,24.0,26.0,106.0,59.0,311.0,15.0,24.0,21.0,13.0,230.0,500.0,287.0,153.0,162.0,173.0,207.0,107.0,203.0,485.0,500.0,196.0,500.0,500.0,500.0
322,24.0,17.0,114.0,34.0,212.0,57.0,23.0,16.0,21.0,267.0,232.0,258.0,179.0,13.0,227.0,17.0,92.0,221.0,264.0,495.0,198.0,425.0,500.0,358.0
323,19.0,26.0,112.0,54.0,264.0,45.0,26.0,17.0,24.0,203.0,271.0,241.0,148.0,279.0,219.0,322.0,100.0,235.0,500.0,442.0,214.0,437.0,500.0,377.0
324,26.0,18.0,111.0,50.0,242.0,32.0,26.0,15.0,16.0,261.0,262.0,214.0,106.0,274.0,189.0,289.0,100.0,213.0,500.0,500.0,207.0,373.0,500.0,500.0
325,26.0,16.0,118.0,68.0,213.0,390.0,20.0,12.0,21.0,249.0,205.0,310.0,140.0,215.0,214.0,272.0,97.0,225.0,495.0,500.0,281.0,500.0,500.0,469.0
326,15.0,22.0,112.0,64.0,500.0,388.0,17.0,15.0,18.0,204.0,500.0,197.0,145.0,212.0,201.0,279.0,106.0,242.0,500.0,500.0,293.0,413.0,500.0,500.0
327,24.0,18.0,126.0,40.0,222.0,39.0,47.0,18.0,28.0,293.0,500.0,345.0,157.0,15.0,204.0,214.0,102.0,138.0,500.0,500.0,314.0,455.0,500.0,487.0
328,20.0,22.0,109.0,194.0,263.0,328.0,19.0,22.0,20.0,230.0,500.0,212.0,145.0,168.0,210.0,233.0,109.0,276.0,431.0,256.0,278.0,500.0,500.0,500.0
329,38.0,21.0,121.0,22.0,216.0,343.0,46.0,24.0,30.0,264.0,396.0,409.0,169.0,221.0,215.0,224.0,108.0,300.0,319.0,500.0,231.0,500.0,500.0,500.0
330,20.0,28.0,117.0,89.0,336.0,41.0,19.0,28.0,28.0,208.0,275.0,429.0,173.0,241.0,175.0,262.0,111.0,260.0,500.0,278.0,177.0,500.0,500.0,500.0
331,28.0,25.0,112.0,34.0,276.0,282.0,39.0,26.0,22.0,302.0,316.0,208.0,130.0,17.0,228.0,213.0,115.0,239.0,500.0,235.0,271.0,500.0,500.0,500.0
332,32.0,22.0,124.0,40.0,217.0,84.0,48.0,20.0,32.0,230.0,420.0,248.0,161.0,226.0,236.0,247.0,98.0,254.0,500.0,328.0,267.0,500.0,500.0,500.0
333,23.0,32.0,118.0,70.0,500.0,37.0,24.0,25.0,28.0,214.0,224.0,283.0,169.0,333.0,213.0,243.0,117.0,220.0,500.0,500.0,291.0,500.0,500.0,500.0
334,36.0,30.0,114.0,16.0,241.0,38.0,34.0,30.0,18.0,500.0,222.0,259.0,151.0,15.0,219.0,10.0,114.0,11.0,500.0,441.0,342.0,500.0,500.0,500.0
335,30.0,20.0,115.0,41.0,111.0,59.0,58.0,18.0,20.0,328.0,308.0,404.0,120.0,333.0,171.0,263.0,124.0,263.0,500.0,392.0,500.0,500.0,500.0,500.0
336,20.0,18.0,111.0,214.0,169.0,41.0,17.0,18.0,20.0,269.0,500.0,306.0,155.0,232.0,196.0,292.0,111.0,267.0,498.0,500.0,500.0,500.0,500.0,500.0
337,19.0,28.0,107.0,97.0,233.0,27.0,34.0,26.0,18.0,234.0,205.0,192.0,197.0,24.0,174.0,285.0,104.0,226.0,500.0,491.0,449.0,500.0,500.0,500.0
338,24.0,16.0,112.0,50.0,30.0,50.0,31.0,18.0,23.0,233.0,194.0,207.0,96.0,222.0,197.0,294.0,108.0,257.0,500.0,230.0,250.0,433.0,500.0,392.0
339,16.0,20.0,115.0,36.0,221.0,184.0,13.0,21.0,22.0,104.0,227.0,219.0,215.0,298.0,202.0,301.0,109.0,260.0,500.0,500.0,269.0,389.0,500.0,294.0
340,17.0,26.0,127.0,61.0,230.0,45.0,19.0,22.0,25.0,214.0,247.0,414.0,258.0,144.0,216.0,257.0,122.0,282.0,348.0,395.0,500.0,500.0,500.0,285.0
341,22.0,32.0,123.0,94.0,412.0,39.0,44.0,32.0,21.0,240.0,500.0,239.0,129.0,292.0,217.0,216.0,135.0,265.0,500.0,422.0,500.0,500.0,500.0,276.0
342,32.0,30.0,80.0,30.0,246.0,37.0,86.0,27.0,13.0,317.0,331.0,346.0,254.0,303.0,185.0,228.0,167.0,229.0,500.0,319.0,500.0,500.0,500.0,500.0
343,33.0,17.0,116.0,36.0,500.0,500.0,89.0,20.0,14.0,218.0,500.0,333.0,242.0,226.0,239.0,203.0,156.0,240.0,500.0,500.0,377.0,500.0,500.0,500.0
344,17.0,22.0,127.0,143.0,270.0,25.0,17.0,22.0,21.0,328.0,277.0,238.0,12.0,251.0,201.0,153.0,172.0,132.0,463.0,500.0,296.0,500.0,500.0,500.0
345,23.0,34.0,117.0,196.0,336.0,500.0,40.0,32.0,16.0,282.0,295.0,405.0,10.0,124.0,203.0,261.0,177.0,266.0,469.0,500.0,245.0,500.0,500.0,500.0
346,53.0,26.0,127.0,37.0,227.0,500.0,66.0,24.0,17.0,209.0,460.0,332.0,324.0,322.0,192.0,250.0,157.0,265.0,24.0,500.0,250.0,500.0,500.0,500.0
347,21.0,25.0,112.0,70.0,230.0,500.0,34.0,24.0,13.0,298.0,266.0,397.0,280.0,268.0,224.0,272.0,151.0,256.0,500.0,500.0,500.0,500.0,500.0,347.0
348,27.0,24.0,115.0,57.0,214.0,229.0,29.0,24.0,15.0,266.0,264.0,323.0,237.0,256.0,241.0,275.0,141.0,256.0,500.0,500.0,500.0,500.0,500.0,17.0
349,21.0,24.0,129.0,81.0,226.0,33.0,19.0,24.0,21.0,287.0,233.0,245.0,238.0,204.0,247.0,261.0,201.0,268.0,500.0,500.0,500.0,500.0,500.0,500.0
350,52.0,25.0,117.0,97.0,257.0,500.0,68.0,28.0,13.0,274.0,315.0,399.0,227.0,268.0,241.0,234.0,223.0,237.0,500.0,500.0,500.0,500.0,500.0,500.0
351,27.0,18.0,119.0,31.0,202.0,241.0,160.0,25.0,13.0,222.0,500.0,331.0,136.0,273.0,238.0,221.0,177.0,252.0,500.0,500.0,500.0,500.0,500.0,500.0
352,20.0,20.0,124.0,500.0,231.0,45.0,48.0,21.0,19.0,500.0,467.0,248.0,193.0,259.0,263.0,249.0,180.0,239.0,15.0,470.0,500.0,500.0,500.0,500.0
353,22.0,23.0,71.0,235.0,402.0,485.0,30.0,30.0,15.0,353.0,273.0,260.0,245.0,268.0,216.0,135.0,180.0,215.0,500.0,500.0,500.0,500.0,500.0,500.0
354,34.0,22.0,120.0,59.0,224.0,57.0,57.0,19.0,15.0,271.0,500.0,267.0,138.0,232.0,225.0,11.0,155.0,229.0,319.0,500.0,294.0,500.0,500.0,500.0
355,22.0,22.0,128.0,273.0,238.0,500.0,136.0,27.0,19.0,500.0,320.0,238.0,243.0,251.0,228.0,314.0,194.0,219.0,291.0,341.0,500.0,413.0,97.0,500.0
356,55.0,28.0,117.0,47.0,361.0,81.0,50.0,30.0,17.0,500.0,500.0,268.0,124.0,260.0,186.0,352.0,202.0,17.0,500.0,338.0,236.0,314.0,500.0,500.0
357,23.0,26.0,116.0,65.0,243.0,210.0,500.0,26.0,15.0,500.0,284.0,299.0,244.0,231.0,202.0,338.0,175.0,318.0,283.0,500.0,500.0,450.0,500.0,500.0
358,45.0,27.0,111.0,207.0,221.0,51.0,351.0,24.0,11.0,290.0,244.0,373.0,89.0,147.0,199.0,334.0,172.0,347.0,290.0,500.0,500.0,500.0,500.0,500.0
359,28.0,18.0,126.0,35.0,192.0,65.0,60.0,17.0,21.0,363.0,204.0,318.0,281.0,225.0,222.0,343.0,165.0,340.0,336.0,500.0,411.0,481.0,500.0,500.0
360,17.0,38.0,129.0,31.0,232.0,35.0,18.0,36.0,21.0,431.0,413.0,362.0,264.0,210.0,237.0,344.0,159.0,323.0,314.0,451.0,500.0,500.0,500.0,500.0
361,137.0,33.0,114.0,64.0,72.0,92.0,432.0,34.0,16.0,359.0,239.0,243.0,234.0,228.0,201.0,278.0,199.0,280.0,500.0,433.0,500.0,221.0,500.0,500.0
362,308.0,27.0,129.0,33.0,200.0,72.0,103.0,26.0,33.0,221.0,311.0,305.0,20.0,259.0,226.0,286.0,184.0,287.0,328.0,500.0,373.0,213.0,500.0,500.0
363,78.0,34.0,117.0,385.0,253.0,104.0,46.0,46.0,29.0,500.0,224.0,230.0,304.0,277.0,193.0,275.0,167.0,241.0,500.0,500.0,320.0,401.0,500.0,500.0
364,25.0,24.0,128.0,327.0,304.0,500.0,45.0,27.0,34.0,494.0,282.0,285.0,261.0,247.0,212.0,246.0,195.0,256.0,250.0,358.0,500.0,424.0,500.0,500.0
365,52.0,30.0,113.0,59.0,384.0,169.0,47.0,39.0,22.0,289.0,221.0,205.0,232.0,57.0,218.0,258.0,217.0,15.0,339.0,404.0,500.0,444.0,500.0,500.0
366,31.0,18.0,119.0,91.0,206.0,58.0,28.0,20.0,24.0,408.0,361.0,222.0,15.0,273.0,239.0,230.0,178.0,300.0,319.0,302.0,500.0,500.0,500.0,500.0
367,22.0,25.0,124.0,153.0,232.0,411.0,79.0,23.0,28.0,245.0,264.0,305.0,262.0,266.0,251.0,252.0,187.0,319.0,405.0,500.0,500.0,418.0,500.0,469.0
368,47.0,23.0,121.0,73.0,488.0,172.0,165.0,28.0,32.0,242.0,223.0,263.0,247.0,82.0,205.0,215.0,192.0,315.0,364.0,452.0,500.0,500.0,500.0,500.0
369,67.0,31.0,122.0,361.0,307.0,210.0,38.0,31.0,28.0,438.0,244.0,257.0,235.0,298.0,191.0,12.0,181.0,311.0,354.0,476.0,500.0,500.0,500.0,500.0
370,87.0,27.0,130.0,35.0,330.0,222.0,66.0,29.0,33.0,286.0,248.0,332.0,239.0,309.0,223.0,311.0,178.0,285.0,453.0,261.0,500.0,500.0,500.0,500.0
371,34.0,23.0,119.0,97.0,255.0,156.0,162.0,27.0,20.0,309.0,219.0,239.0,106.0,334.0,195.0,301.0,197.0,286.0,403.0,500.0,500.0,457.0,500.0,500.0
372,52.0,30.0,123.0,70.0,459.0,204.0,45.0,22.0,26.0,380.0,248.0,242.0,278.0,303.0,207.0,266.0,180.0,257.0,244.0,500.0,244.0,500.0,500.0,500.0
373,59.0,26.0,115.0,500.0,272.0,266.0,162.0,43.0,22.0,260.0,241.0,238.0,257.0,253.0,191.0,275.0,176.0,223.0,371.0,453.0,265.0,402.0,500.0,500.0
374,64.0,26.0,124.0,181.0,238.0,312.0,237.0,15.0,30.0,269.0,268.0,338.0,240.0,250.0,236.0,275.0,179.0,233.0,500.0,500.0,315.0,500.0,500.0,500.0
375,42.0,30.0,125.0,55.0,412.0,197.0,251.0,36.0,27.0,253.0,216.0,469.0,15.0,276.0,231.0,268.0,195.0,246.0,500.0,500.0,301.0,400.0,500.0,376.0
376,41.0,32.0,129.0,107.0,302.0,166.0,254.0,32.0,34.0,356.0,209.0,206.0,303.0,273.0,246.0,227.0,157.0,268.0,500.0,500.0,368.0,368.0,500.0,366.0
377,37.0,61.0,128.0,45.0,226.0,201.0,279.0,67.0,52.0,429.0,196.0,227.0,263.0,334.0,266.0,224.0,239.0,254.0,371.0,355.0,318.0,363.0,500.0,500.0
378,31.0,29.0,122.0,33.0,244.0,257.0,197.0,33.0,22.0,206.0,216.0,256.0,255.0,282.0,256.0,206.0,214.0,266.0,307.0,500.0,243.0,351.0,500.0,500.0
379,82.0,20.0,113.0,228.0,318.0,332.0,203.0,37.0,20.0,227.0,247.0,357.0,222.0,255.0,238.0,230.0,145.0,232.0,500.0,500.0,409.0,500.0,500.0,100.0
380,77.0,15.0,116.0,260.0,269.0,216.0,250.0,19.0,18.0,262.0,349.0,237.0,15.0,119.0,273.0,232.0,190.0,238.0,500.0,313.0,158.0,500.0,500.0,500.0
381,20.0,16.0,115.0,117.0,212.0,209.0,127.0,18.0,18.0,345.0,215.0,210.0,241.0,259.0,227.0,165.0,144.0,207.0,500.0,495.0,199.0,500.0,500.0,500.0
382,16.0,19.0,116.0,39.0,203.0,204.0,68.0,13.0,21.0,219.0,209.0,200.0,285.0,284.0,244.0,301.0,184.0,13.0,102.0,314.0,257.0,500.0,500.0,500.0
383,41.0,17.0,124.0,117.0,198.0,229.0,50.0,20.0,32.0,214.0,206.0,253.0,250.0,274.0,264.0,296.0,189.0,308.0,500.0,349.0,279.0,500.0,500.0,500.0
384,22.0,28.0,117.0,162.0,237.0,234.0,134.0,31.0,20.0,211.0,247.0,235.0,227.0,273.0,278.0,286.0,196.0,333.0,500.0,343.0,478.0,500.0,500.0,500.0
385,246.0,28.0,136.0,218.0,217.0,237.0,141.0,16.0,45.0,246.0,245.0,249.0,121.0,266.0,242.0,256.0,187.0,317.0,500.0,500.0,500.0,500.0,500.0,500.0
386,33.0,20.0,117.0,204.0,229.0,222.0,83.0,44.0,21.0,220.0,248.0,223.0,265.0,291.0,231.0,252.0,141.0,274.0,500.0,500.0,240.0,500.0,500.0,500.0
387,49.0,19.0,120.0,236.0,217.0,225.0,158.0,19.0,40.0,250.0,217.0,256.0,269.0,232.0,234.0,251.0,202.0,281.0,500.0,500.0,256.0,500.0,500.0,500.0
388,45.0,40.0,115.0,208.0,234.0,207.0,206.0,46.0,49.0,229.0,249.0,215.0,249.0,223.0,188.0,250.0,197.0,261.0,500.0,500.0,303.0,500.0,500.0,500.0
389,95.0,21.0,116.0,248.0,202.0,209.0,276.0,21.0,25.0,253.0,214.0,214.0,270.0,229.0,200.0,260.0,176.0,247.0,500.0,500.0,351.0,500.0,500.0,500.0
390,40.0,22.0,119.0,224.0,207.0,227.0,221.0,24.0,19.0,221.0,217.0,234.0,214.0,233.0,262.0,267.0,137.0,246.0,500.0,500.0,323.0,500.0,500.0,500.0
391,46.0,19.0,120.0,229.0,233.0,239.0,222.0,19.0,22.0,219.0,243.0,274.0,215.0,220.0,217.0,260.0,202.0,257.0,500.0,500.0,500.0,500.0,500.0,500.0
392,32.0,33.0,120.0,226.0,249.0,265.0,283.0,42.0,49.0,255.0,262.0,261.0,260.0,257.0,207.0,235.0,233.0,252.0,500.0,500.0,500.0,500.0,500.0,500.0
393,82.0,55.0,119.0,254.0,272.0,214.0,361.0,79.0,20.0,275.0,276.0,206.0,264.0,288.0,227.0,222.0,212.0,205.0,500.0,500.0,500.0,500.0,15.0,500.0
394,243.0,20.0,120.0,270.0,208.0,248.0,69.0,18.0,22.0,301.0,218.0,246.0,262.0,209.0,239.0,229.0,176.0,231.0,500.0,500.0,500.0,500.0,500.0,500.0
395,103.0,33.0,120.0,196.0,253.0,216.0,138.0,71.0,44.0,216.0,265.0,220.0,202.0,255.0,197.0,253.0,218.0,250.0,10.0,500.0,500.0,500.0,500.0,500.0
396,54.0,50.0,122.0,223.0,226.0,241.0,119.0,48.0,26.0,262.0,232.0,254.0,15.0,266.0,258.0,214.0,222.0,249.0,500.0,500.0,500.0,500.0,500.0,500.0
397,419.0,48.0,116.0,190.0,239.0,225.0,144.0,47.0,24.0,223.0,250.0,230.0,305.0,293.0,265.0,19.0,219.0,238.0,256.0,500.0,500.0,500.0,500.0,500.0
398,167.0,39.0,117.0,188.0,218.0,210.0,175.0,40.0,18.0,261.0,228.0,223.0,304.0,236.0,267.0,301.0,196.0,10.0,268.0,500.0,500.0,500.0,500.0,500.0
399,72.0,16.0,131.0,186.0,216.0,275.0,231.0,17.0,77.0,229.0,220.0,288.0,257.0,227.0,268.0,350.0,177.0,313.0,383.0,500.0,500.0,434.0,500.0,500.0
